"","pid","age","gender","dispatch","qg12","qg10","qg1001","qg901","qg702","qn4003","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qea0","qp605","qu201","qu202","qu802","qu702","w01","kwa2_b_1","qn203","qn4001","qn201_b_1","qn202","qp605"
"2994",441001551,28,0,"Contract",37960,1,196,248,NA,5,3,3,78,5,8,8,6,2,"补充医疗",1,5,5,7,4,NA,5,5,7,2,"补充医疗"
"2995",441007101,52,1,"Dispatch",24000,5,NA,300,NA,5,3,4,78,5,5,3,5,2,"公费治疗",1,5,5,7,NA,NA,5,5,3,3,"公费治疗"
"2996",441007103,25,0,"Contract",30000,1,80,300,50,5,4,4,78,5,7,6,6,2,"新型农村",1,1,5,2,6,NA,5,5,3,3,"新型农村"
"2997",441007601,27,1,"Dispatch",3000,1,80,300,1000,5,3,3,78,5,5,5,5,2,"新型农村",1,5,5,3,5,NA,5,5,0,0,"新型农村"
"2998",441008104,65,1,"Contract",23400,5,NA,230,NA,1,2,3,78,3,9,8,6,2,"城镇居民",5,5,1,NA,NA,NA,NA,5,0,NA,"城镇居民"
"2999",441014103,26,1,"Dispatch",42000,1,250,360,NA,5,5,4,78,0,10,10,10,1,"城镇治疗",1,1,5,1,6,NA,5,5,0,0,"城镇治疗"
"3000",441041102,32,1,"Contract",102000,1,1200,1500,700,5,3,4,3,5,5,5,6,2,"城镇治疗",1,1,5,1,6,77,5,5,3,5,"城镇治疗"
"3001",441044102,28,1,"Contract",70000,1,360,340,NA,5,4,4,78,7,6,6,6,2,"城镇治疗",1,1,4,1,6,NA,5,NA,4,4,"城镇治疗"
"3002",441053103,25,0,"Contract",54000,5,NA,NA,NA,5,3,4,78,5,5,7,5,1,"城镇居民",1,1,4,3,6,NA,5,5,3,5,"城镇居民"
"3003",441053104,20,1,"Contract",120000,1,900,0,5000,1,4,4,78,6,7,1,7,1,"公费治疗",1,1,4,3,5,NA,5,5,3,4,"公费治疗"
"3004",441064103,24,1,"Contract",62000,5,NA,35,NA,5,2,2,78,10,6,10,9,1,"新型农村",1,1,5,3,5,77,5,1,7,7,"新型农村"
"3005",441064104,22,1,"Contract",23800,5,NA,NA,NA,5,4,4,78,9,NA,5,5,1,"新型农村",1,1,5,3,4,4,5,5,0,4,"新型农村"
"3006",441067101,36,0,"Contract",30000,5,NA,NA,NA,5,2,2,79,6,8,6,8,2,"新型农村",1,5,5,7,3,NA,5,5,0,7,"新型农村"
"3007",441072103,39,1,"Contract",60000,5,NA,350,NA,5,3,3,78,5,8,8,7,2,"城镇治疗",1,1,5,1,4,NA,5,5,0,7,"城镇治疗"
"3008",441079551,26,0,"Contract",120000,5,NA,0,NA,5,2,4,78,2,10,5,5,2,"一无所有",1,5,3,1,5,NA,5,5,2,2,"一无所有"
"3009",441092601,25,0,"Contract",42000,5,NA,390,NA,5,3,3,2,5,5,5,5,2,"城镇治疗",1,1,2,3,5,NA,5,5,2,7,"城镇治疗"
"3010",441095105,22,1,"Contract",46800,1,569,487,1200,1,4,4,78,8,9,6,8,1,"城镇治疗",1,1,5,3,6,NA,5,1,2,3,"城镇治疗"
"3011",441096101,32,1,"Dispatch",70000,1,250,350,300,5,4,4,3,7,8,8,8,2,"公费治疗",1,1,5,1,6,NA,5,5,7,7,"公费治疗"
"3012",441096105,39,0,"Contract",31200,5,NA,400,600,5,4,5,78,7,4,3,7,2,"城镇治疗",1,1,5,1,6,NA,5,5,1,0,"城镇治疗"
"3013",441097104,48,0,"Contract",32400,5,NA,600,200,5,2,4,79,5,6,5,2,2,"新型农村",1,5,3,7,NA,NA,5,5,0,0,"新型农村"
"3014",441099105,21,0,"Contract",80000,1,350,350,500,5,4,4,78,4,8,5,5,1,"一无所有",1,5,3,4,6,NA,5,5,0,3,"一无所有"
"3015",441100104,22,1,"Contract",NA,NA,NA,NA,NA,5,3,3,78,5,5,7,4,1,"一无所有",1,1,4,NA,6,NA,5,5,0,2,"一无所有"
"3016",441102101,49,1,"Contract",50000,5,NA,NA,NA,5,4,5,2,7,7,7,4,2,"一无所有",5,5,2,NA,0,NA,NA,5,1,NA,"一无所有"
"3017",441103106,31,0,"Contract",36100,1,180,260,100,5,4,4,78,5,4,5,5,2,NA,1,5,5,NA,4,NA,5,5,1,7,NA
"3018",441105116,49,1,"Contract",35000,5,NA,256,NA,1,4,4,78,5,8,5,8,2,"城镇治疗",5,5,3,NA,5,2,NA,5,7,NA,"城镇治疗"
"3019",441108103,39,1,"Contract",72500,1,300,1200,500,1,3,3,78,7,5,5,5,4,"城镇居民",1,1,5,1,7,NA,5,5,1,1,"城镇居民"
"3020",441112102,47,0,"Contract",25200,1,204,530,300,5,4,4,79,3,7,3,3,2,"一无所有",1,5,5,7,NA,NA,5,5,0,0,"一无所有"
"3021",441114101,54,0,"Contract",36000,5,NA,NA,NA,5,4,4,78,8,4,6,6,2,"城镇居民",5,5,1,NA,NA,NA,NA,5,0,NA,"城镇居民"
"3022",441114103,54,1,"Contract",30000,5,NA,300,NA,5,2,3,78,10,3,8,10,2,"城镇治疗",1,5,4,3,NA,NA,5,5,2,3,"城镇治疗"
"3023",441114104,27,1,"Dispatch",52980,1,223,330,NA,1,3,4,78,2,9,5,5,1,"城镇治疗",1,5,5,3,4,NA,5,5,0,1,"城镇治疗"
"3024",441117104,45,1,"Contract",NA,5,NA,300,20,5,4,4,78,5,10,10,9,2,"城镇治疗",1,1,3,7,NA,NA,5,5,1,1,"城镇治疗"
"3025",441117105,44,0,"Dispatch",24000,5,NA,300,NA,5,2,3,79,8,5,8,5,2,"城镇治疗",1,5,3,7,4,NA,5,5,2,1,"城镇治疗"
"3026",441118105,48,0,"Contract",42000,1,630,500,NA,5,3,4,78,5,8,8,8,4,"城镇治疗",1,1,4,1,NA,NA,5,NA,3,7,"城镇治疗"
"3027",441135103,25,0,"Contract",1e+05,1,800,800,2500,5,4,4,78,8,7,9,8,1,"城镇治疗",1,1,5,1,7,1,5,1,7,7,"城镇治疗"
"3028",441153101,50,0,"Dispatch",93200,1,NA,NA,NA,1,4,4,78,5,7,7,6,1,"城镇治疗",1,5,4,1,NA,NA,5,NA,5,3,"城镇治疗"
"3029",441185101,24,1,"Contract",1e+05,1,500,550,NA,5,3,3,78,3,8,8,8,1,"公费治疗",1,1,5,1,6,77,5,5,0,4,"公费治疗"
"3030",441194101,54,0,"Contract",2e+05,1,2300,NA,NA,1,4,4,78,6,5,7,6,2,"公费治疗",1,1,5,1,NA,NA,5,5,2,7,"公费治疗"
"3031",441194102,55,1,"Contract",2e+05,1,2900,NA,NA,1,5,5,78,8,6,4,5,2,"城镇治疗",1,1,5,1,7,77,5,NA,7,7,"城镇治疗"
"3032",441194103,28,0,"Contract",30000,1,NA,NA,NA,1,4,4,79,2,8,8,8,1,"城镇治疗",1,1,5,3,9,NA,5,5,0,7,"城镇治疗"
"3033",441203101,56,1,"Contract",40000,1,100,300,3000,1,3,4,78,7,6,8,7,2,"城镇居民",1,5,3,4,NA,NA,5,5,7,7,"城镇居民"
"3034",441205101,40,1,"Contract",30000,5,NA,200,500,5,3,4,78,6,5,6,3,2,"城镇居民",1,5,3,NA,4,NA,5,5,0,7,"城镇居民"
"3035",441205104,35,0,"Contract",60096,5,NA,992,1000,5,4,4,78,1,5,5,6,2,"城镇治疗",1,1,4,1,5,NA,5,5,7,2,"城镇治疗"
"3036",441205552,28,1,"Dispatch",80000,5,NA,NA,3000,5,5,5,78,5,10,0,10,2,"公费治疗",1,1,5,1,4,NA,5,5,7,7,"公费治疗"
"3037",441206102,40,0,"Contract",42000,1,165,330,NA,5,4,4,78,8,6,6,7,4,"补充医疗",1,5,2,1,5,NA,5,5,1,1,"补充医疗"
"3038",441216104,35,0,"Contract",60000,5,NA,NA,NA,5,4,5,78,5,5,5,5,2,"城镇居民",1,1,5,1,4,NA,5,5,0,0,"城镇居民"
"3039",441220101,50,1,"Contract",5600,5,NA,312,NA,5,2,3,79,7,10,7,7,2,"城镇治疗",1,5,5,7,NA,NA,5,5,5,7,"城镇治疗"
"3040",441220102,46,0,"Contract",8100,5,NA,314,NA,5,2,2,79,5,9,8,7,2,"城镇治疗",1,5,3,7,NA,NA,5,5,0,3,"城镇治疗"
"3041",441221101,47,1,"Contract",58000,1,180,250,2000,5,3,4,79,7,3,3,2,2,"公费治疗",1,5,3,1,NA,NA,5,5,0,7,"公费治疗"
"3042",441221102,45,0,"Contract",45500,1,300,NA,NA,5,3,3,79,8,10,5,8,2,"城镇治疗",1,1,5,1,NA,NA,5,5,0,0,"城镇治疗"
"3043",441239101,55,1,"Contract",90000,1,1000,1500,5000,1,4,4,78,5,8,7,8,2,"公费治疗",1,1,5,1,NA,NA,5,5,7,7,"公费治疗"
"3044",441258101,45,0,"Contract",24000,5,NA,NA,NA,5,2,4,78,6,4,7,6,2,"城镇居民",1,1,5,4,NA,NA,5,5,0,7,"城镇居民"
"3045",441258103,23,1,"Contract",2400,5,NA,NA,NA,5,2,2,79,6,8,6,7,1,"一无所有",1,1,5,2,6,NA,5,5,0,5,"一无所有"
"3046",441264101,50,1,"Contract",80000,5,NA,NA,NA,5,3,3,78,2,5,2,7,2,"城镇居民",1,5,5,1,NA,NA,5,5,5,5,"城镇居民"
"3047",441264103,23,0,"Contract",44500,1,344,435,NA,5,2,4,78,8,5,9,5,1,"城镇居民",1,1,5,1,6,77,5,5,0,7,"城镇居民"
"3048",441271107,21,0,"Dispatch",30000,5,NA,320,NA,5,2,2,78,4,10,10,8,1,"新型农村",1,5,5,1,4,4,5,5,2,2,"新型农村"
"3049",441290103,29,0,"Contract",60000,1,80,NA,700,5,3,2,78,2,8,8,8,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,0,"城镇治疗"
"3050",441291103,22,1,"Contract",30000,1,900,NA,300,5,2,4,78,7,2,4,3,1,"城镇治疗",1,1,4,2,6,4,5,NA,0,5,"城镇治疗"
"3051",441298101,48,1,"Contract",3000,5,NA,NA,NA,5,1,3,79,1,10,10,10,2,"城镇居民",1,1,5,7,NA,NA,5,5,2,0,"城镇居民"
"3052",441298103,24,1,"Contract",32700,5,NA,NA,NA,5,3,3,79,5,3,8,5,2,"城镇居民",1,1,5,1,6,77,5,5,0,7,"城镇居民"
"3053",441300101,65,1,"Contract",48000,5,NA,NA,NA,5,4,4,78,5,NA,5,7,5,"新型农村",5,5,1,NA,NA,NA,NA,5,7,NA,"新型农村"
"3054",441300103,34,1,"Contract",30000,1,NA,400,NA,5,4,4,78,6,7,6,5,2,"公费治疗",1,1,4,1,7,NA,5,5,2,2,"公费治疗"
"3055",441300104,35,0,"Dispatch",36000,1,150,250,NA,5,3,3,78,6,6,7,6,2,"新型农村",1,1,5,1,6,NA,5,5,0,4,"新型农村"
"3056",441309104,36,0,"Contract",80000,1,300,300,NA,5,3,3,78,5,6,6,6,2,"新型农村",1,1,4,1,5,NA,5,5,1,5,"新型农村"
"3057",441309108,33,0,"Contract",1e+05,1,1500,1300,1500,1,4,3,78,3,7,6,7,2,"城镇治疗",1,5,4,1,7,NA,5,5,0,4,"城镇治疗"
"3058",441313101,44,0,"Contract",4500,1,76,350,NA,1,4,5,78,6,10,7,3,2,"补充医疗",1,1,3,1,6,NA,5,NA,7,7,"补充医疗"
"3059",441315101,65,1,"Dispatch",NA,NA,NA,NA,NA,5,4,4,78,6,9,5,8,2,"城镇居民",5,5,1,NA,NA,NA,NA,5,7,NA,"城镇居民"
"3060",441321103,24,1,"Contract",60000,1,0,200,300,5,3,3,3,5,5,6,5,2,"城镇居民",1,1,4,1,5,NA,5,5,0,7,"城镇居民"
"3061",441325106,23,1,"Contract",60000,1,100,300,NA,5,2,2,78,5,5,10,5,1,"城镇治疗",1,1,5,1,6,NA,5,5,7,7,"城镇治疗"
"3062",441329101,50,1,"Contract",28800,5,NA,298,NA,5,2,3,78,5,9,6,7,2,"城镇治疗",1,1,4,3,NA,NA,5,5,2,7,"城镇治疗"
"3063",441329103,44,0,"Contract",31800,5,NA,300,NA,5,2,3,78,6,6,3,3,2,"城镇治疗",1,1,5,1,6,NA,5,5,7,7,"城镇治疗"
"3064",441332103,26,1,"Dispatch",45000,1,130,300,NA,5,3,3,78,1,9,8,10,3,"城镇治疗",1,1,5,1,4,NA,5,5,0,7,"城镇治疗"
"3065",441334101,67,1,"Contract",80000,5,NA,0,NA,5,5,5,78,8,7,7,8,2,"城镇治疗",5,1,5,1,NA,NA,5,5,2,1,"城镇治疗"
"3066",441351103,45,0,"Dispatch",54220,5,NA,930,NA,5,4,4,79,5,9,6,7,2,"城镇治疗",1,1,4,1,NA,NA,5,5,1,7,"城镇治疗"
"3067",441356103,36,0,"Contract",50000,1,600,500,NA,5,4,4,78,5,10,9,8,2,"城镇治疗",1,1,3,1,8,NA,5,NA,2,4,"城镇治疗"
"3068",441366101,51,1,"Contract",1e+05,1,0,2300,8000,1,5,5,78,2,8,8,8,2,"城镇治疗",1,1,2,3,NA,NA,5,5,7,2,"城镇治疗"
"3069",441366102,51,0,"Contract",1e+05,5,NA,NA,NA,5,4,4,78,6,7,8,9,2,"城镇治疗",5,1,2,1,NA,NA,5,5,3,0,"城镇治疗"
"3070",441384103,35,0,"Contract",18000,1,80,350,NA,5,4,4,78,7,5,4,6,2,"城镇治疗",1,5,2,1,7,NA,5,5,2,4,"城镇治疗"
"3071",441390103,25,1,"Contract",50000,1,825,350,NA,5,4,4,1,5,10,5,5,1,"城镇治疗",1,1,5,1,6,NA,5,5,7,7,"城镇治疗"
"3072",441394103,28,1,"Contract",60000,5,NA,600,100,5,3,4,78,5,NA,7,7,2,"新型农村",1,1,5,1,4,NA,5,5,0,4,"新型农村"
"3073",441395104,29,1,"Dispatch",70000,1,160,230,NA,5,4,4,1,6,8,7,6,4,"城镇治疗",1,1,5,1,5,NA,5,5,0,7,"城镇治疗"
"3074",441402106,25,1,"Contract",45000,5,NA,350,NA,5,4,4,78,3,10,8,7,1,"新型农村",1,1,5,1,4,NA,5,NA,3,7,"新型农村"
"3075",441424103,30,1,"Dispatch",320000,1,280,480,NA,5,4,5,3,7,1,2,3,2,"城镇治疗",1,1,5,1,5,NA,5,5,3,7,"城镇治疗"
"3076",441439101,50,1,"Contract",42000,5,NA,0,NA,5,3,4,79,0,10,5,3,2,"城镇居民",5,5,5,NA,NA,NA,NA,5,7,NA,"城镇居民"
"3077",441439102,50,0,"Contract",46700,1,NA,300,300,5,4,5,78,2,9,6,7,2,"城镇居民",1,1,3,1,NA,NA,5,5,1,3,"城镇居民"
"3078",441439103,25,0,"Dispatch",8000,5,NA,NA,NA,5,4,4,78,5,8,8,5,1,"一无所有",1,1,5,1,6,NA,5,5,3,3,"一无所有"
"3079",441441101,54,1,"Dispatch",27000,5,NA,270,NA,1,2,4,78,5,10,10,10,2,"一无所有",1,1,3,NA,NA,NA,5,5,3,3,"一无所有"
"3080",441441102,52,0,"Dispatch",26000,5,NA,304,NA,5,3,4,79,8,5,5,9,2,"城镇治疗",1,1,4,7,3,1,5,5,3,4,"城镇治疗"
"3081",441441103,23,1,"Contract",60000,5,NA,460,NA,5,4,4,79,3,10,8,8,1,"城镇居民",1,1,5,1,7,NA,5,NA,0,7,"城镇居民"
"3082",441443101,37,0,"Dispatch",80000,1,70,270,200,5,4,4,1,7,5,7,5,4,"城镇治疗",1,1,5,1,6,NA,5,5,7,7,"城镇治疗"
"3083",441444103,25,0,"Contract",15000,1,200,400,NA,5,5,5,78,4,6,7,5,2,"一无所有",1,1,5,3,6,NA,5,5,0,0,"一无所有"
"3084",441447103,35,1,"Dispatch",70000,1,650,600,NA,5,4,4,3,5,0,0,0,2,"一无所有",1,1,1,7,5,NA,5,5,0,0,"一无所有"
"3085",441447104,32,0,"Contract",90000,1,150,280,5000,5,4,4,2,10,0,10,10,2,"城镇居民",1,1,5,1,6,NA,5,5,2,2,"城镇居民"
"3086",441450103,25,1,"Contract",55000,5,NA,360,NA,5,4,4,78,5,7,7,7,1,NA,1,1,5,1,6,NA,5,5,0,2,NA
"3087",441451101,42,1,"Dispatch",8000,1,180,NA,NA,5,3,3,78,6,10,10,10,2,"公费治疗",1,1,5,1,5,NA,5,5,0,0,"公费治疗"
"3088",441451102,42,0,"Contract",36000,5,NA,293,NA,5,3,3,78,4,7,6,6,2,"城镇居民",1,1,5,1,5,NA,5,5,0,7,"城镇居民"
"3089",441457102,38,1,"Dispatch",60073,5,NA,NA,NA,5,3,3,79,2,8,7,8,2,"城镇居民",1,1,3,1,5,NA,5,5,7,7,"城镇居民"
"3090",441468102,37,0,"Contract",30886,1,120,300,80,5,3,3,78,5,10,5,9,2,"城镇治疗",1,5,5,1,5,NA,5,5,7,7,"城镇治疗"
"3091",441473103,23,0,"Dispatch",48000,5,NA,NA,800,5,2,3,78,5,10,8,10,1,"一无所有",1,1,3,1,6,2,5,5,7,7,"一无所有"
"3092",441476101,44,0,"Dispatch",33600,1,220,304,800,1,2,4,79,1,8,4,5,2,"城镇治疗",1,1,5,1,4,NA,5,5,2,4,"城镇治疗"
"3093",441476102,45,1,"Contract",50000,1,550,0,1500,1,4,4,78,7,6,8,6,2,"一无所有",1,5,4,7,NA,NA,5,5,4,7,"一无所有"
"3094",441477101,48,1,"Contract",70000,1,NA,NA,NA,5,4,4,78,4,5,5,5,2,"城镇治疗",1,1,4,3,NA,NA,1,5,7,7,"城镇治疗"
"3095",441477102,49,0,"Dispatch",NA,NA,NA,NA,NA,5,4,3,78,5,6,10,0,2,"城镇居民",1,1,3,NA,NA,NA,5,5,7,7,"城镇居民"
"3096",441478101,38,1,"Dispatch",50000,5,NA,350,NA,5,4,4,78,5,3,5,5,2,"城镇治疗",1,5,5,7,5,NA,5,5,7,7,"城镇治疗"
"3097",441481101,53,1,"Dispatch",42000,5,NA,314,NA,5,4,4,78,1,1,5,9,2,"一无所有",1,5,5,7,NA,NA,5,NA,7,7,"一无所有"
"3098",441481102,51,0,"Dispatch",41300,5,NA,0,NA,5,3,3,78,0,10,3,8,2,"一无所有",1,5,3,7,NA,NA,5,5,7,7,"一无所有"
"3099",441498431,47,1,"Dispatch",25000,1,50,200,NA,5,2,3,79,6,5,6,6,2,"城镇治疗",1,5,5,7,NA,NA,5,5,3,7,"城镇治疗"
"3100",441519103,44,1,"Contract",80000,5,NA,NA,500,5,4,4,78,8,1,0,2,2,"新型农村",5,1,5,7,5,NA,5,5,0,7,"新型农村"
"3101",441519105,27,0,"Contract",52000,1,100,340,NA,5,4,4,79,5,7,6,6,2,"城镇治疗",1,1,4,NA,5,NA,5,5,2,1,"城镇治疗"
"3102",441519106,25,1,"Contract",50000,1,732,NA,NA,5,4,4,2,5,5,10,5,1,"城镇治疗",1,1,5,1,6,NA,5,5,0,7,"城镇治疗"
"3103",441521105,30,1,"Contract",60000,1,340,NA,NA,5,1,2,78,3,10,9,9,2,"城镇治疗",1,1,5,1,6,1,5,5,0,7,"城镇治疗"
"3104",441523105,24,1,"Contract",84000,1,1000,2000,NA,1,3,4,78,5,8,5,6,1,"城镇治疗",1,1,5,1,7,NA,5,5,7,7,"城镇治疗"
"3105",441524105,34,1,"Contract",70000,5,NA,280,500,5,4,3,78,8,5,8,5,2,NA,1,5,5,7,5,1,5,5,0,0,NA
"3106",441528501,30,0,"Contract",32400,5,NA,NA,NA,5,2,3,78,5,5,5,6,2,"新型农村",1,5,5,7,4,NA,5,5,0,2,"新型农村"
"3107",441532102,40,1,"Contract",40000,1,75,100,NA,5,4,5,78,10,10,10,10,2,"城镇治疗",1,5,5,4,4,1,5,5,3,2,"城镇治疗"
"3108",441532103,34,1,"Dispatch",35000,1,168,168,100,5,4,4,3,5,6,8,8,1,"城镇治疗",1,1,3,1,4,NA,5,5,2,2,"城镇治疗"
"3109",441534101,54,1,"Contract",31000,1,150,NA,300,1,5,5,78,5,5,5,5,2,"城镇治疗",1,5,5,1,NA,NA,5,5,3,3,"城镇治疗"
"3110",441535104,36,0,"Dispatch",2e+05,5,NA,NA,NA,5,4,4,79,5,8,8,8,1,"新型农村",1,1,5,7,6,77,5,5,0,7,"新型农村"
"3111",441548103,32,0,"Contract",36000,1,1222,1200,11000,1,4,4,78,0,5,7,5,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,0,"城镇治疗"
"3112",441553103,28,1,"Contract",69600,5,NA,NA,NA,5,4,4,78,4,1,5,5,1,"新型农村",1,1,4,3,4,NA,5,5,0,0,"新型农村"
"3113",441569106,46,0,"Contract",24000,5,NA,340,NA,5,2,4,2,5,9,3,9,1,"城镇治疗",1,1,3,1,6,77,5,5,5,7,"城镇治疗"
"3114",441570103,30,1,"Contract",35000,5,NA,NA,NA,5,2,2,79,0,10,8,8,2,"一无所有",5,5,1,NA,4,NA,NA,5,0,NA,"一无所有"
"3115",441570107,27,0,"Contract",30000,5,NA,NA,NA,5,2,2,78,0,10,8,10,2,"一无所有",5,5,2,NA,4,1,NA,5,0,NA,"一无所有"
"3116",441573101,61,1,"Contract",19200,5,NA,NA,NA,1,4,4,79,7,8,6,5,2,"新型农村",5,5,1,NA,NA,NA,NA,5,7,NA,"新型农村"
"3117",441650104,25,1,"Contract",61000,5,NA,300,NA,5,2,4,78,2,10,5,8,1,"一无所有",1,1,5,1,6,NA,5,5,0,3,"一无所有"
"3118",441650105,23,0,"Contract",35000,5,NA,500,NA,5,4,4,79,5,5,3,5,1,"城镇治疗",1,1,5,1,6,4,5,5,0,7,"城镇治疗"
"3119",441659101,69,1,"Contract",500,5,NA,NA,NA,1,5,5,79,8,6,7,2,3,"新型农村",1,5,1,7,3,1,5,5,7,0,"新型农村"
"3120",441668114,59,1,"Dispatch",11500,5,NA,0,NA,5,2,4,78,5,4,8,6,2,"新型农村",5,5,1,NA,NA,NA,NA,5,0,NA,"新型农村"
"3121",441680101,36,1,"Dispatch",42000,1,NA,NA,NA,5,3,3,78,2,10,NA,7,2,"城镇治疗",1,1,5,7,6,NA,1,5,7,7,"城镇治疗"
"3122",441685105,30,1,"Contract",33000,5,NA,NA,NA,5,2,2,78,5,10,7,10,2,"城镇治疗",1,5,3,7,6,77,5,5,0,0,"城镇治疗"
"3123",441692104,20,0,"Contract",36100,5,NA,257,NA,5,2,5,78,10,7,5,10,2,"城镇治疗",1,1,3,3,3,4,5,5,3,0,"城镇治疗"
"3124",441694105,21,0,"Dispatch",48000,5,NA,NA,NA,5,2,2,NA,5,10,10,8,1,"新型农村",1,5,1,7,0,NA,5,5,0,7,"新型农村"
"3125",441699101,35,1,"Contract",36000,5,NA,0,NA,5,3,3,79,5,8,7,5,2,"新型农村",1,1,4,1,4,4,5,5,7,7,"新型农村"
"3126",441719103,25,1,"Contract",32400,5,NA,NA,NA,5,2,3,78,0,10,10,10,2,"新型农村",1,5,5,7,6,1,5,5,0,0,"新型农村"
"3127",441721105,27,1,"Dispatch",50000,1,60,300,NA,5,2,2,78,4,5,7,3,1,"一无所有",1,1,5,1,6,NA,5,5,1,3,"一无所有"
"3128",441722102,45,0,"Dispatch",5000,5,NA,NA,NA,5,2,4,78,2,7,4,8,2,"新型农村",1,5,4,7,3,1,5,5,0,0,"新型农村"
"3129",441722104,22,0,"Dispatch",50000,1,124,150,NA,5,4,4,79,6,7,10,8,1,"新型农村",1,5,5,1,3,1,5,5,0,0,"新型农村"
"3130",441736105,25,1,"Contract",50400,1,600,NA,NA,1,2,2,78,5,6,7,5,1,"城镇治疗",1,1,5,1,7,2,1,5,0,7,"城镇治疗"
"3131",441740105,19,0,"Contract",6000,5,NA,NA,NA,5,4,4,79,5,6,6,6,1,"一无所有",1,5,3,3,5,NA,5,5,0,0,"一无所有"
"3132",441742103,23,1,"Contract",NA,NA,NA,NA,NA,5,4,4,79,5,8,5,5,1,"新型农村",5,5,5,NA,4,NA,NA,5,0,NA,"新型农村"
"3133",441742104,21,1,"Contract",30000,5,NA,0,600,5,3,4,78,2,5,8,5,1,"一无所有",1,5,5,NA,4,NA,5,5,1,1,"一无所有"
"3134",441822102,54,1,"Contract",36000,5,NA,NA,NA,5,3,4,78,5,4,6,7,2,"一无所有",1,1,3,7,NA,NA,5,NA,7,7,"一无所有"
"3135",441822103,23,0,"Contract",40800,5,NA,480,500,5,4,3,79,5,7,9,6,1,"一无所有",1,1,5,1,6,4,5,5,3,7,"一无所有"
"3136",441838104,21,1,"Dispatch",66000,5,NA,NA,NA,5,4,4,78,9,10,8,8,1,"一无所有",1,5,5,1,4,NA,5,5,0,2,"一无所有"
"3137",441839105,23,0,"Contract",7000,1,100,NA,1200,5,4,4,3,2,5,8,10,1,"新型农村",1,1,3,3,4,1,5,5,3,6,"新型农村"
"3138",441887551,32,0,"Dispatch",4000,5,NA,NA,NA,5,2,4,78,5,8,6,8,2,"一无所有",1,1,4,2,6,NA,5,5,2,3,"一无所有"
"3139",441914103,28,1,"Contract",135000,1,800,700,NA,1,3,4,78,6,9,5,7,2,"城镇治疗",1,1,5,1,7,4,5,NA,0,7,"城镇治疗"
"3140",441915601,23,0,"Contract",NA,NA,NA,NA,NA,5,3,2,78,5,5,5,5,2,"新型农村",1,5,5,NA,4,NA,1,5,0,7,"新型农村"
"3141",441916101,69,1,"Contract",10000,NA,NA,NA,NA,5,2,3,NA,0,10,10,10,2,"新型农村",5,5,1,NA,NA,NA,NA,NA,7,NA,"新型农村"
"3142",441918104,29,1,"Contract",60000,1,600,NA,200,5,2,4,78,4,8,8,6,2,"城镇治疗",1,1,5,1,7,NA,5,NA,0,4,"城镇治疗"
"3143",441919105,29,0,"Contract",40000,1,400,700,4000,5,2,2,78,5,10,8,8,2,"新型农村",1,1,5,2,7,NA,5,5,7,3,"新型农村"
"3144",441920102,28,1,"Dispatch",44400,1,555,500,NA,1,2,2,78,8,0,6,6,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,0,"城镇治疗"
"3145",441930105,22,1,"Contract",15000,5,NA,500,200,5,3,4,3,8,7,6,6,1,"城镇治疗",1,1,5,1,7,NA,5,5,2,7,"城镇治疗"
"3146",441945105,24,0,"Contract",66000,5,NA,NA,NA,5,4,4,78,5,8,5,5,1,"城镇治疗",1,5,5,1,6,77,5,5,0,7,"城镇治疗"
"3147",441949105,33,1,"Dispatch",40000,1,100,400,NA,5,4,3,79,4,10,5,10,2,"城镇治疗",1,5,5,3,6,NA,5,5,2,7,"城镇治疗"
"3148",441951104,37,0,"Contract",50000,5,NA,200,500,5,5,5,79,8,2,1,1,2,"城镇治疗",1,5,5,1,4,NA,5,5,0,7,"城镇治疗"
"3149",441953103,28,1,"Contract",50000,5,NA,NA,NA,5,4,4,78,5,5,7,5,2,"新型农村",1,1,4,3,6,NA,5,5,3,4,"新型农村"
"3150",441953601,28,0,"Contract",35000,5,NA,30,NA,5,3,3,78,5,5,9,5,2,"新型农村",1,5,5,NA,5,NA,5,5,0,1,"新型农村"
"3151",441966102,39,1,"Dispatch",170000,1,200,600,NA,5,4,4,78,5,8,7,6,2,"新型农村",1,5,5,7,5,NA,5,5,0,0,"新型农村"
"3152",441969501,36,0,"Dispatch",1e+05,1,170,200,NA,5,3,3,1,5,8,10,8,2,"城镇治疗",1,1,5,1,6,NA,5,NA,0,0,"城镇治疗"
"3153",441971105,27,0,"Contract",46000,1,600,320,2000,5,2,3,78,5,7,7,8,1,"城镇治疗",1,5,4,2,6,1,5,5,0,7,"城镇治疗"
"3154",441972103,45,1,"Contract",NA,NA,NA,NA,NA,5,3,3,79,NA,8,7,8,2,"新型农村",1,5,5,NA,5,4,5,5,0,0,"新型农村"
"3155",441981104,23,1,"Contract",44400,5,NA,300,NA,5,2,3,78,0,5,6,7,2,"补充医疗",1,5,3,1,5,NA,5,5,2,3,"补充医疗"
"3156",441986101,49,1,"Contract",50000,1,1100,NA,NA,5,3,4,79,8,8,7,8,2,"城镇治疗",1,1,2,7,NA,NA,5,NA,7,1,"城镇治疗"
